0,1.208985,0.421448
1,0.504542,-0.28573
0,0.630568,1.054712
0,1.056364,0.601873
1,1.095326,-1.447579
1,-0.210165,0.000284
1,-0.367151,-1.255189
0,0.868013,-1.063465
0,1.704441,-0.644833
1,0.565619,-1.637858
0,0.598389,-1.477808
1,0.580927,-0.783898
0,1.183283,-1.797936
0,0.331843,-1.869486
1,-0.051195,0.989475
0,2.42709,0.173557
1,1.603778,-0.030691
0,1.286206,-1.079916
1,-1.243951,1.005355
0,1.181748,1.523744
0,0.896222,1.899568
1,-0.366207,-0.664987
1,-0.0788,1.007368
1,-1.351435,1.766786
1,-0.220423,-0.442405
0,0.836253,-1.927526
0,0.039899,-1.435842
0,0.256755,0.946722
0,0.974836,-0.944967
0,0.705256,-2.618644
0,0.738188,-1.666242
0,1.245931,-2.200826
1,0.297604,0.159463
1,-2.21068,1.195815
1,-0.872624,-0.131252
0,1.112762,-0.653777
0,1.123989,-1.34747
0,0.750833,0.81187
1,-0.183497,1.416116
0,0.287582,-1.342512
0,1.092719,1.380559
0,0.719502,1.594624
1,-1.016254,0.651607
0,0.379677,2.802498
1,0.150675,0.474679
1,-0.116477,0.437483
0,1.122528,0.698541
0,0.953551,1.088368
1,-0.000228,0.347187
1,0.505024,0.455407
1,0.113753,0.559572
1,-0.677993,0.322716
0,1.114811,-0.735813
0,0.344114,-1.770137
1,0.684242,-0.636027
1,-0.684629,-0.300568
1,-0.362677,-0.669101
0,0.604984,-1.558581
0,0.514202,-0.225827
1,0.227014,-1.579346
0,1.044068,-1.491114
1,0.314855,-2.535762
0,1.187904,-1.367278
0,0.517132,1.375811
0,1.244285,-0.764164
1,-0.831841,1.728708
1,1.719616,-2.491282
1,0.594216,1.137571
0,0.939919,-0.474988
1,-0.918736,-0.748474
0,0.91376,-1.194336
0,0.893221,-1.569459
0,0.653152,0.510498
0,0.76689,-1.577565
1,0.868315,-1.96674
1,0.874218,0.514959
1,-0.559543,1.749552
1,1.526669,-1.797734
0,1.843439,-0.363161
0,1.163746,2.062245
1,0.565749,-2.432301
0,1.016715,2.878822
1,1.433979,-1.94496
1,-0.510225,0.295742
1,-0.385261,0.278145
0,1.042889,-0.564351
1,-0.607265,1.885851
1,-0.355286,-1.813131
1,-0.790644,-0.790761
0,1.372382,0.879619
0,1.133019,-0.300956
0,1.395009,-1.006842
1,0.887843,0.222319
0,1.48469,0.095074
0,1.268061,1.832532
1,0.124568,0.910824
1,1.061504,-0.768175
0,0.298551,2.573175
0,0.241114,-0.613155
1,-0.423781,-1.524901
0,0.528691,-0.939526
0,1.601252,1.791658
1,0.793609,0.812783
0,0.327097,0.326998
1,1.131868,-0.985696
0,1.273154,1.656441
1,-0.816691,0.96158
0,0.669064,1.162614
1,-0.453759,-1.146883
0,2.055105,0.025811
1,0.463119,-0.813294
1,0.802392,-0.140807
1,-0.730255,-0.145175
1,0.569256,0.567628
0,0.486947,1.130519
0,1.793588,-1.426926
1,1.178831,-0.581314
0,0.480055,1.257981
1,0.683732,0.190071
1,-0.119082,-0.00402
1,-1.251554,-0.176027
0,1.094741,-1.099305
1,-0.23825,-1.277484
1,-0.661556,1.327722
0,1.442837,1.24172
0,1.20232,0.489702
0,0.93289,0.29643
0,0.665568,-1.314006
1,-0.058993,1.322294
0,0.209525,-1.006357
0,1.02334,0.219375
1,1.324444,0.446567
0,1.45391,-1.151325
0,0.616303,0.974796
0,1.49201,-0.885984
1,1.738658,0.686807
0,0.900582,-0.280724
1,0.961914,-0.053991
1,1.819706,-0.953273
0,1.581289,-0.340552
1,0.520837,-0.680639
0,1.433771,-0.914798
0,0.611594,-1.691685
1,1.591513,-0.978986
0,1.282094,0.113769
0,0.985715,0.275551
1,-1.805143,2.628696
0,1.4731,-0.241372
1,-0.242212,-1.040151
0,1.175525,-1.662026
0,0.69604,0.154387
0,1.457713,1.608681
0,0.883215,1.330538
1,-0.681209,0.622394
1,-0.355082,0.432941
0,0.633011,-1.194431
1,0.782723,1.060008
1,0.67018,-0.766999
1,-0.047154,0.698693
0,0.287385,-1.097756
1,0.069561,1.632585
0,1.01323,1.111551
0,0.639065,-0.697237
1,1.174621,2.240022
1,1.32202,0.040277
1,0.019127,0.105667
0,0.584584,1.101914
0,1.157265,-0.665947
0,1.56523,-0.84079
1,1.759315,0.963703
0,1.687068,-1.086466
1,0.578314,-0.340961
1,0.118925,-1.487694
1,0.471201,0.330872
0,-0.268209,-0.353477
0,1.62539,-1.718798
0,1.117791,2.752549
1,-0.194552,-0.752687
0,0.769548,-2.066152
1,0.186062,0.022072
0,1.771337,-0.39355
1,-1.300597,0.962803
0,0.70873,-1.013371
1,-0.624235,-0.892995
0,0.377055,-1.296098
1,0.804404,-0.856253
0,1.359887,-0.974291
1,-0.115505,0.228439
1,0.913645,-0.344936
1,0.318875,-0.88629
0,0.822157,0.102548
1,-0.281208,1.302572
1,0.044639,-1.10798
0,-0.029205,-2.033973
1,0.879914,-2.000582
0,0.601936,-0.503923
1,-0.490114,-0.841122
0,1.847075,2.362322
1,-0.279703,0.753196
0,1.953357,-0.746632
